Ni,Fe,Co,Ce,Overpotential
0.102,0.329,0.431,0.129,423.0
0.102,0.302,0.471,0.129,419.0
0.102,0.271,0.498,0.129,429.0
0.102,0.231,0.529,0.129,419.0
0.102,0.2,0.569,0.129,415.0
0.102,0.169,0.6,0.129,420.0
0.102,0.129,0.631,0.129,421.0
0.102,0.102,0.671,0.129,418.0
0.0,0.831,0.031,0.129,441.0
0.0,0.871,0.0,0.129,428.0
0.031,0.0,0.831,0.129,411.0
0.031,0.071,0.769,0.129,414.0
0.031,0.102,0.729,0.129,417.0
0.031,0.169,0.671,0.129,434.0
0.031,0.2,0.631,0.129,433.0
0.031,0.231,0.6,0.129,428.0
0.031,0.271,0.569,0.129,428.0
0.031,0.302,0.529,0.129,428.0
0.031,0.329,0.498,0.129,432.0
0.031,0.369,0.471,0.129,447.0
0.031,0.4,0.431,0.129,430.0
0.031,0.431,0.4,0.129,427.0
0.031,0.471,0.369,0.129,422.0
0.031,0.498,0.329,0.129,427.0
0.031,0.529,0.302,0.129,428.0
0.031,0.569,0.271,0.129,426.0
0.031,0.6,0.231,0.129,426.0
0.031,0.631,0.2,0.129,420.0
0.031,0.671,0.169,0.129,419.0
0.031,0.702,0.129,0.129,421.0
0.031,0.729,0.102,0.129,426.0
0.031,0.769,0.071,0.129,425.0
0.031,0.8,0.031,0.129,432.0
0.031,0.831,0.0,0.129,440.0
0.071,0.0,0.8,0.129,414.0
0.071,0.071,0.729,0.129,416.0
0.071,0.102,0.702,0.129,418.0
0.071,0.169,0.631,0.129,422.0
0.071,0.2,0.6,0.129,430.0
0.071,0.231,0.569,0.129,436.0
0.071,0.271,0.529,0.129,428.0
0.071,0.302,0.498,0.129,433.0
0.071,0.329,0.471,0.129,433.0
0.071,0.369,0.431,0.129,430.0
0.071,0.4,0.4,0.129,429.0
0.071,0.431,0.369,0.129,435.0
0.071,0.471,0.329,0.129,428.0
0.071,0.498,0.302,0.129,426.0
0.071,0.529,0.271,0.129,424.0
0.071,0.569,0.231,0.129,424.0
0.071,0.6,0.2,0.129,422.0
0.071,0.631,0.169,0.129,424.0
0.071,0.671,0.129,0.129,431.0
0.071,0.702,0.102,0.129,429.0
0.071,0.729,0.071,0.129,433.0
0.071,0.769,0.031,0.129,436.0
0.071,0.8,0.0,0.129,428.0
0.102,0.071,0.702,0.129,427.0
0.0,0.8,0.071,0.129,442.0
0.0,0.769,0.102,0.129,433.0
0.0,0.729,0.129,0.129,426.0
0.0,0.702,0.169,0.129,429.0
0.0,0.671,0.2,0.129,420.0
0.0,0.631,0.231,0.129,422.0
0.0,0.6,0.271,0.129,423.0
0.0,0.569,0.302,0.129,427.0
0.0,0.529,0.329,0.129,414.0
0.0,0.498,0.369,0.129,431.0
0.0,0.471,0.4,0.129,418.0
0.0,0.4,0.471,0.129,425.0
0.0,0.369,0.498,0.129,427.0
0.0,0.329,0.529,0.129,439.0
0.0,0.302,0.569,0.129,428.0
0.0,0.271,0.6,0.129,441.0
0.0,0.231,0.631,0.129,423.0
0.0,0.2,0.671,0.129,419.0
0.0,0.169,0.702,0.129,418.0
0.0,0.129,0.729,0.129,417.0
0.0,0.102,0.769,0.129,423.0
0.0,0.071,0.8,0.129,424.0
0.0,0.031,0.831,0.129,423.0
0.0,0.0,0.871,0.129,415.0
0.831,0.0,0.0,0.169,418.0
0.8,0.031,0.0,0.169,424.0
0.769,0.071,0.0,0.169,423.0
0.769,0.031,0.031,0.169,423.0
0.769,0.0,0.071,0.169,408.0
0.729,0.071,0.031,0.169,420.0
0.729,0.031,0.071,0.169,417.0
0.702,0.129,0.0,0.169,425.0
0.702,0.102,0.031,0.169,409.0
0.702,0.071,0.071,0.169,410.0
0.671,0.169,0.0,0.169,407.0
0.671,0.129,0.031,0.169,412.0
0.671,0.071,0.102,0.169,407.0
0.671,0.031,0.129,0.169,413.0
0.671,0.0,0.169,0.169,412.0
0.631,0.2,0.0,0.169,406.0
0.631,0.169,0.031,0.169,407.0
0.631,0.102,0.102,0.169,408.0
0.631,0.0,0.2,0.169,403.0
0.6,0.231,0.0,0.169,400.0
0.6,0.2,0.031,0.169,404.0
0.6,0.169,0.071,0.169,399.0
0.431,0.129,0.271,0.169,411.0
0.431,0.2,0.2,0.169,405.0
0.431,0.231,0.169,0.169,406.0
0.431,0.271,0.129,0.169,408.0
0.431,0.329,0.071,0.169,425.0
0.431,0.369,0.031,0.169,421.0
0.431,0.4,0.0,0.169,419.0
0.471,0.0,0.369,0.169,416.0
0.471,0.031,0.329,0.169,421.0
0.471,0.129,0.231,0.169,417.0
0.471,0.169,0.2,0.169,408.0
0.471,0.2,0.169,0.169,405.0
0.471,0.231,0.129,0.169,406.0
0.471,0.271,0.102,0.169,407.0
0.471,0.302,0.071,0.169,410.0
0.471,0.329,0.031,0.169,412.0
0.471,0.369,0.0,0.169,419.0
0.498,0.071,0.271,0.169,412.0
0.498,0.102,0.231,0.169,407.0
0.498,0.129,0.2,0.169,408.0
0.498,0.169,0.169,0.169,408.0
0.498,0.2,0.129,0.169,412.0
0.498,0.231,0.102,0.169,409.0
0.498,0.271,0.071,0.169,411.0
0.498,0.302,0.031,0.169,414.0
0.498,0.329,0.0,0.169,414.0
0.529,0.0,0.302,0.169,412.0
0.529,0.031,0.271,0.169,413.0
0.529,0.071,0.231,0.169,421.0
0.529,0.102,0.2,0.169,413.0
0.529,0.129,0.169,0.169,411.0
0.529,0.169,0.129,0.169,410.0
0.529,0.2,0.102,0.169,411.0
0.529,0.231,0.071,0.169,412.0
0.529,0.271,0.031,0.169,413.0
0.529,0.302,0.0,0.169,421.0
0.569,0.0,0.271,0.169,415.0
0.569,0.031,0.231,0.169,414.0
0.569,0.071,0.2,0.169,410.0
0.569,0.102,0.169,0.169,411.0
0.569,0.129,0.129,0.169,408.0
0.569,0.169,0.102,0.169,412.0
0.569,0.2,0.071,0.169,419.0
0.569,0.231,0.031,0.169,414.0
0.569,0.271,0.0,0.169,414.0
0.6,0.0,0.231,0.169,416.0
0.6,0.031,0.2,0.169,415.0
0.6,0.071,0.169,0.169,414.0
0.6,0.102,0.129,0.169,413.0
0.6,0.129,0.102,0.169,426.0
0.431,0.102,0.302,0.169,427.0
0.431,0.071,0.329,0.169,414.0
0.431,0.031,0.369,0.169,413.0
0.431,0.0,0.4,0.169,414.0
0.4,0.431,0.0,0.169,414.0
0.4,0.4,0.031,0.169,423.0
0.4,0.369,0.071,0.169,415.0
0.4,0.329,0.102,0.169,417.0
0.4,0.302,0.129,0.169,408.0
0.4,0.271,0.169,0.169,407.0
0.4,0.231,0.2,0.169,406.0
0.4,0.2,0.231,0.169,407.0
0.4,0.169,0.271,0.169,407.0
0.4,0.129,0.302,0.169,409.0
0.4,0.102,0.329,0.169,416.0
0.4,0.071,0.369,0.169,410.0
0.4,0.031,0.4,0.169,420.0
0.4,0.0,0.431,0.169,402.0
0.369,0.471,0.0,0.169,411.0
0.369,0.431,0.031,0.169,410.0
0.369,0.4,0.071,0.169,408.0
0.369,0.369,0.102,0.169,409.0
0.369,0.329,0.129,0.169,407.0
0.369,0.302,0.169,0.169,398.0
0.369,0.271,0.2,0.169,404.0
0.369,0.231,0.231,0.169,404.0
0.369,0.2,0.271,0.169,405.0
0.369,0.169,0.302,0.169,406.0
0.369,0.129,0.329,0.169,414.0
0.369,0.102,0.369,0.169,409.0
0.369,0.071,0.4,0.169,417.0
0.369,0.031,0.431,0.169,407.0
0.369,0.0,0.471,0.169,412.0
0.329,0.498,0.0,0.169,410.0
0.329,0.471,0.031,0.169,410.0
0.329,0.431,0.071,0.169,409.0
0.329,0.4,0.102,0.169,406.0
0.329,0.369,0.129,0.169,405.0
0.329,0.329,0.169,0.169,405.0
0.329,0.302,0.2,0.169,406.0
0.329,0.271,0.231,0.169,414.0
0.329,0.231,0.271,0.169,412.0
0.329,0.2,0.302,0.169,414.0
0.329,0.169,0.329,0.169,407.0
0.329,0.129,0.369,0.169,416.0
0.329,0.102,0.4,0.169,417.0
0.329,0.071,0.431,0.169,417.0
0.329,0.031,0.471,0.169,426.0
0.329,0.0,0.498,0.169,415.0
0.302,0.529,0.0,0.169,411.0
0.302,0.498,0.031,0.169,408.0
0.302,0.471,0.071,0.169,407.0
0.302,0.431,0.102,0.169,407.0
0.302,0.4,0.129,0.169,410.0
0.302,0.369,0.169,0.169,406.0
0.302,0.329,0.2,0.169,407.0
0.2,0.369,0.271,0.169,419.0
0.2,0.4,0.231,0.169,412.0
0.2,0.431,0.2,0.169,408.0
0.2,0.471,0.169,0.169,408.0
0.2,0.498,0.129,0.169,410.0
0.2,0.529,0.102,0.169,417.0
0.2,0.569,0.071,0.169,420.0
0.2,0.6,0.031,0.169,420.0
0.2,0.631,0.0,0.169,420.0
0.231,0.0,0.6,0.169,414.0
0.231,0.031,0.569,0.169,418.0
0.231,0.071,0.529,0.169,423.0
0.231,0.102,0.498,0.169,419.0
0.231,0.129,0.471,0.169,420.0
0.231,0.169,0.431,0.169,417.0
0.231,0.2,0.4,0.169,418.0
0.231,0.231,0.369,0.169,414.0
0.231,0.271,0.329,0.169,410.0
0.231,0.302,0.302,0.169,416.0
0.231,0.329,0.271,0.169,412.0
0.231,0.369,0.231,0.169,413.0
0.231,0.4,0.2,0.169,414.0
0.231,0.431,0.169,0.169,412.0
0.231,0.471,0.129,0.169,412.0
0.231,0.498,0.102,0.169,410.0
0.231,0.529,0.071,0.169,412.0
0.231,0.569,0.031,0.169,419.0
0.231,0.6,0.0,0.169,428.0
0.271,0.0,0.569,0.169,401.0
0.271,0.031,0.529,0.169,413.0
0.271,0.071,0.498,0.169,413.0
0.271,0.102,0.471,0.169,412.0
0.271,0.129,0.431,0.169,418.0
0.271,0.169,0.4,0.169,414.0
0.271,0.2,0.369,0.169,418.0
0.271,0.231,0.329,0.169,413.0
0.271,0.271,0.302,0.169,411.0
0.271,0.302,0.271,0.169,413.0
0.271,0.329,0.231,0.169,410.0
0.271,0.369,0.2,0.169,409.0
0.271,0.4,0.169,0.169,412.0
0.271,0.431,0.129,0.169,416.0
0.271,0.471,0.102,0.169,412.0
0.271,0.498,0.071,0.169,415.0
0.271,0.529,0.031,0.169,416.0
0.271,0.569,0.0,0.169,415.0
0.302,0.0,0.529,0.169,411.0
0.302,0.031,0.498,0.169,412.0
0.302,0.071,0.471,0.169,423.0
0.302,0.102,0.431,0.169,419.0
0.302,0.129,0.4,0.169,414.0
0.302,0.169,0.369,0.169,414.0
0.302,0.2,0.329,0.169,417.0
0.302,0.231,0.302,0.169,416.0
0.302,0.271,0.271,0.169,413.0
0.302,0.302,0.231,0.169,420.0
0.2,0.329,0.302,0.169,429.0
0.2,0.302,0.329,0.169,421.0
0.2,0.271,0.369,0.169,422.0
0.2,0.231,0.4,0.169,422.0
0.2,0.2,0.431,0.169,422.0
0.2,0.169,0.471,0.169,420.0
0.2,0.129,0.498,0.169,420.0
0.2,0.102,0.529,0.169,424.0
0.2,0.071,0.569,0.169,415.0
0.2,0.031,0.6,0.169,414.0
0.2,0.0,0.631,0.169,411.0
0.169,0.671,0.0,0.169,419.0
0.169,0.631,0.031,0.169,424.0
0.169,0.6,0.071,0.169,423.0
0.169,0.569,0.102,0.169,423.0
0.169,0.529,0.129,0.169,411.0
0.169,0.498,0.169,0.169,416.0
0.169,0.471,0.2,0.169,411.0
0.169,0.431,0.231,0.169,411.0
0.169,0.4,0.271,0.169,415.0
0.169,0.369,0.302,0.169,413.0
0.169,0.329,0.329,0.169,430.0
0.169,0.302,0.369,0.169,418.0
0.169,0.271,0.4,0.169,422.0
0.169,0.231,0.431,0.169,421.0
0.169,0.2,0.471,0.169,424.0
0.169,0.169,0.498,0.169,427.0
0.169,0.129,0.529,0.169,425.0
0.169,0.102,0.569,0.169,429.0
0.169,0.071,0.6,0.169,420.0
0.169,0.031,0.631,0.169,416.0
0.169,0.0,0.671,0.169,415.0
0.129,0.702,0.0,0.169,433.0
0.129,0.671,0.031,0.169,422.0
0.129,0.631,0.071,0.169,423.0
0.129,0.6,0.102,0.169,418.0
0.129,0.569,0.129,0.169,414.0
0.129,0.529,0.169,0.169,421.0
0.129,0.498,0.2,0.169,414.0
0.129,0.471,0.231,0.169,413.0
0.129,0.431,0.271,0.169,414.0
0.129,0.4,0.302,0.169,416.0
0.129,0.369,0.329,0.169,423.0
0.129,0.329,0.369,0.169,421.0
0.129,0.302,0.4,0.169,422.0
0.129,0.271,0.431,0.169,427.0
0.129,0.231,0.471,0.169,427.0
0.129,0.2,0.498,0.169,429.0
0.129,0.169,0.529,0.169,431.0
0.129,0.129,0.569,0.169,431.0
0.129,0.102,0.6,0.169,418.0
0.129,0.071,0.631,0.169,417.0
0.129,0.031,0.671,0.169,417.0
0.129,0.0,0.702,0.169,413.0
0.102,0.729,0.0,0.169,423.0
0.102,0.702,0.031,0.169,427.0
0.031,0.471,0.329,0.169,433.0
0.031,0.498,0.302,0.169,425.0
0.031,0.529,0.271,0.169,428.0
0.031,0.569,0.231,0.169,425.0
0.031,0.6,0.2,0.169,424.0
0.031,0.631,0.169,0.169,425.0
0.031,0.671,0.129,0.169,428.0
0.031,0.702,0.102,0.169,429.0
0.031,0.729,0.071,0.169,429.0
0.031,0.769,0.031,0.169,436.0
0.031,0.8,0.0,0.169,437.0
0.071,0.0,0.769,0.169,415.0
0.071,0.031,0.729,0.169,416.0
0.071,0.071,0.702,0.169,423.0
0.071,0.102,0.671,0.169,423.0
0.071,0.129,0.631,0.169,427.0
0.071,0.169,0.6,0.169,429.0
0.071,0.2,0.569,0.169,428.0
0.071,0.231,0.529,0.169,427.0
0.071,0.271,0.498,0.169,429.0
0.071,0.302,0.471,0.169,431.0
0.071,0.329,0.431,0.169,431.0
0.071,0.369,0.4,0.169,434.0
0.071,0.4,0.369,0.169,431.0
0.071,0.431,0.329,0.169,423.0
0.071,0.471,0.302,0.169,421.0
0.071,0.498,0.271,0.169,425.0
0.071,0.529,0.231,0.169,429.0
0.071,0.569,0.2,0.169,425.0
0.071,0.6,0.169,0.169,424.0
0.071,0.631,0.129,0.169,425.0
0.071,0.671,0.102,0.169,427.0
0.071,0.702,0.071,0.169,430.0
0.071,0.729,0.031,0.169,437.0
0.071,0.769,0.0,0.169,446.0
0.102,0.0,0.729,0.169,414.0
0.102,0.031,0.702,0.169,415.0
0.102,0.071,0.671,0.169,417.0
0.102,0.102,0.631,0.169,421.0
0.102,0.129,0.6,0.169,427.0
0.102,0.169,0.569,0.169,430.0
0.102,0.2,0.529,0.169,439.0
0.102,0.231,0.498,0.169,426.0
0.102,0.271,0.471,0.169,429.0
0.102,0.302,0.431,0.169,429.0
0.102,0.329,0.4,0.169,427.0
0.102,0.369,0.369,0.169,423.0
0.102,0.4,0.329,0.169,422.0
0.102,0.431,0.302,0.169,431.0
0.102,0.471,0.271,0.169,425.0
0.102,0.498,0.231,0.169,422.0
0.102,0.529,0.2,0.169,427.0
0.102,0.569,0.169,0.169,426.0
0.102,0.6,0.129,0.169,432.0
0.102,0.631,0.102,0.169,430.0
0.102,0.671,0.071,0.169,437.0
0.031,0.431,0.369,0.169,444.0
0.031,0.4,0.4,0.169,441.0
0.031,0.369,0.431,0.169,454.0
0.031,0.329,0.471,0.169,443.0
0.031,0.302,0.498,0.169,439.0
0.031,0.271,0.529,0.169,438.0
0.031,0.231,0.569,0.169,439.0
0.031,0.2,0.6,0.169,440.0
0.031,0.169,0.631,0.169,429.0
0.031,0.129,0.671,0.169,425.0
0.031,0.102,0.702,0.169,431.0
0.031,0.071,0.729,0.169,420.0
0.031,0.031,0.769,0.169,418.0
0.031,0.0,0.8,0.169,416.0
0.0,0.831,0.0,0.169,452.0
0.0,0.8,0.031,0.169,444.0
0.0,0.769,0.071,0.169,435.0
0.0,0.729,0.102,0.169,416.0
0.0,0.702,0.129,0.169,425.0
0.0,0.671,0.169,0.169,424.0
0.0,0.631,0.2,0.169,427.0
0.0,0.6,0.231,0.169,436.0
0.0,0.569,0.271,0.169,430.0
0.0,0.529,0.302,0.169,428.0
0.0,0.498,0.329,0.169,430.0
0.0,0.471,0.369,0.169,429.0
0.0,0.431,0.4,0.169,443.0
0.0,0.4,0.431,0.169,442.0
0.0,0.369,0.471,0.169,449.0
0.0,0.329,0.498,0.169,442.0
0.0,0.302,0.529,0.169,446.0
0.0,0.231,0.6,0.169,439.0
0.0,0.2,0.631,0.169,439.0
0.0,0.169,0.671,0.169,436.0
0.0,0.129,0.702,0.169,428.0
0.0,0.102,0.729,0.169,421.0
0.0,0.071,0.769,0.169,425.0
0.0,0.031,0.8,0.169,420.0
0.0,0.0,0.831,0.169,420.0
0.8,0.0,0.0,0.2,424.0
0.769,0.031,0.0,0.2,427.0
0.769,0.0,0.031,0.2,426.0
0.729,0.071,0.0,0.2,427.0
0.729,0.031,0.031,0.2,425.0
0.729,0.0,0.071,0.2,424.0
0.702,0.102,0.0,0.2,414.0
0.702,0.071,0.031,0.2,426.0
0.702,0.031,0.071,0.2,431.0
0.702,0.0,0.102,0.2,421.0
0.671,0.129,0.0,0.2,426.0
0.671,0.102,0.031,0.2,420.0
0.671,0.071,0.071,0.2,417.0
0.671,0.031,0.102,0.2,418.0
0.671,0.0,0.129,0.2,415.0
0.631,0.169,0.0,0.2,418.0
0.431,0.2,0.169,0.2,414.0
0.431,0.231,0.129,0.2,409.0
0.431,0.271,0.102,0.2,413.0
0.431,0.302,0.071,0.2,420.0
0.431,0.329,0.031,0.2,419.0
0.431,0.369,0.0,0.2,417.0
0.471,0.0,0.329,0.2,416.0
0.471,0.031,0.302,0.2,418.0
0.471,0.071,0.271,0.2,409.0
0.471,0.102,0.231,0.2,408.0
0.471,0.129,0.2,0.2,409.0
0.471,0.169,0.169,0.2,412.0
0.471,0.2,0.129,0.2,410.0
0.471,0.231,0.102,0.2,415.0
0.471,0.271,0.071,0.2,420.0
0.471,0.302,0.031,0.2,417.0
0.471,0.329,0.0,0.2,419.0
0.498,0.0,0.302,0.2,409.0
0.498,0.031,0.271,0.2,410.0
0.498,0.071,0.231,0.2,416.0
0.498,0.102,0.2,0.2,417.0
0.498,0.129,0.169,0.2,416.0
0.498,0.169,0.129,0.2,421.0
0.498,0.2,0.102,0.2,411.0
0.498,0.231,0.071,0.2,414.0
0.498,0.271,0.031,0.2,416.0
0.498,0.302,0.0,0.2,417.0
0.529,0.0,0.271,0.2,422.0
0.529,0.031,0.231,0.2,413.0
0.529,0.071,0.2,0.2,411.0
0.529,0.102,0.169,0.2,413.0
0.529,0.129,0.129,0.2,415.0
0.529,0.169,0.102,0.2,412.0
0.529,0.2,0.071,0.2,418.0
0.529,0.231,0.031,0.2,423.0
0.529,0.271,0.0,0.2,420.0
0.569,0.0,0.231,0.2,418.0
0.569,0.031,0.2,0.2,413.0
0.569,0.071,0.169,0.2,413.0
0.569,0.102,0.129,0.2,413.0
0.569,0.129,0.102,0.2,414.0
0.569,0.169,0.071,0.2,425.0
0.569,0.2,0.031,0.2,421.0
0.569,0.231,0.0,0.2,414.0
0.6,0.0,0.2,0.2,413.0
0.6,0.031,0.169,0.2,414.0
0.6,0.071,0.129,0.2,417.0
0.6,0.102,0.102,0.2,418.0
0.6,0.129,0.071,0.2,428.0
0.6,0.169,0.031,0.2,423.0
0.6,0.2,0.0,0.2,415.0
0.631,0.0,0.169,0.2,414.0
0.631,0.031,0.129,0.2,419.0
0.631,0.071,0.102,0.2,417.0
0.631,0.102,0.071,0.2,419.0
0.631,0.129,0.031,0.2,431.0
0.431,0.169,0.2,0.2,421.0
0.431,0.129,0.231,0.2,417.0
0.431,0.102,0.271,0.2,420.0
0.431,0.071,0.302,0.2,420.0
0.431,0.031,0.329,0.2,419.0
0.431,0.0,0.369,0.2,420.0
0.4,0.4,0.0,0.2,422.0
0.4,0.369,0.031,0.2,428.0
0.4,0.329,0.071,0.2,414.0
0.4,0.302,0.102,0.2,413.0
0.4,0.271,0.129,0.2,415.0
0.4,0.231,0.169,0.2,407.0
0.4,0.2,0.2,0.2,407.0
0.4,0.169,0.231,0.2,411.0
0.4,0.129,0.271,0.2,417.0
0.4,0.102,0.302,0.2,410.0
0.4,0.071,0.329,0.2,412.0
0.4,0.031,0.369,0.2,410.0
0.4,0.0,0.4,0.2,412.0
0.369,0.431,0.0,0.2,418.0
0.369,0.4,0.031,0.2,418.0
0.369,0.369,0.071,0.2,421.0
0.369,0.329,0.102,0.2,411.0
0.369,0.302,0.129,0.2,409.0
0.369,0.271,0.169,0.2,408.0
0.369,0.231,0.2,0.2,411.0
0.369,0.2,0.231,0.2,411.0
0.369,0.169,0.271,0.2,415.0
0.369,0.129,0.302,0.2,420.0
0.369,0.102,0.329,0.2,412.0
0.369,0.071,0.369,0.2,413.0
0.369,0.031,0.4,0.2,412.0
0.369,0.0,0.431,0.2,412.0
0.329,0.471,0.0,0.2,410.0
0.329,0.431,0.031,0.2,415.0
0.329,0.4,0.071,0.2,415.0
0.329,0.369,0.102,0.2,413.0
0.329,0.329,0.129,0.2,414.0
0.329,0.302,0.169,0.2,413.0
0.329,0.271,0.2,0.2,413.0
0.329,0.231,0.231,0.2,409.0
0.329,0.2,0.271,0.2,410.0
0.329,0.169,0.302,0.2,413.0
0.329,0.129,0.329,0.2,411.0
0.329,0.102,0.369,0.2,412.0
0.329,0.071,0.4,0.2,421.0
0.329,0.031,0.431,0.2,411.0
0.329,0.0,0.471,0.2,413.0
0.302,0.498,0.0,0.2,414.0
0.302,0.471,0.031,0.2,414.0
0.302,0.431,0.071,0.2,411.0
0.302,0.4,0.102,0.2,408.0
0.302,0.369,0.129,0.2,407.0
0.302,0.329,0.169,0.2,411.0
0.302,0.302,0.2,0.2,409.0
0.302,0.271,0.231,0.2,408.0
0.2,0.2,0.4,0.2,425.0
0.2,0.231,0.369,0.2,414.0
0.2,0.271,0.329,0.2,414.0
0.2,0.302,0.302,0.2,417.0
0.2,0.329,0.271,0.2,414.0
0.2,0.369,0.231,0.2,412.0
0.2,0.4,0.2,0.2,418.0
0.2,0.431,0.169,0.2,416.0
0.2,0.471,0.129,0.2,413.0
0.2,0.498,0.102,0.2,411.0
0.2,0.529,0.071,0.2,418.0
0.2,0.569,0.031,0.2,418.0
0.2,0.6,0.0,0.2,417.0
0.231,0.0,0.569,0.2,421.0
0.231,0.031,0.529,0.2,417.0
0.231,0.071,0.498,0.2,413.0
0.231,0.102,0.471,0.2,415.0
0.231,0.129,0.431,0.2,418.0
0.231,0.169,0.4,0.2,415.0
0.231,0.2,0.369,0.2,414.0
0.231,0.231,0.329,0.2,422.0
0.231,0.271,0.302,0.2,416.0
0.231,0.302,0.271,0.2,412.0
0.231,0.329,0.231,0.2,412.0
0.231,0.369,0.2,0.2,411.0
0.231,0.4,0.169,0.2,410.0
0.231,0.431,0.129,0.2,410.0
0.231,0.471,0.102,0.2,417.0
0.231,0.498,0.071,0.2,418.0
0.231,0.529,0.031,0.2,420.0
0.231,0.569,0.0,0.2,415.0
0.271,0.0,0.529,0.2,411.0
0.271,0.031,0.498,0.2,411.0
0.271,0.071,0.471,0.2,418.0
0.271,0.102,0.431,0.2,425.0
0.271,0.129,0.4,0.2,415.0
0.271,0.169,0.369,0.2,413.0
0.271,0.2,0.329,0.2,416.0
0.271,0.231,0.302,0.2,412.0
0.271,0.271,0.271,0.2,410.0
0.271,0.302,0.231,0.2,413.0
0.271,0.329,0.2,0.2,419.0
0.271,0.369,0.169,0.2,410.0
0.271,0.4,0.129,0.2,409.0
0.271,0.431,0.102,0.2,414.0
0.271,0.471,0.071,0.2,413.0
0.271,0.498,0.031,0.2,415.0
0.271,0.529,0.0,0.2,414.0
0.302,0.0,0.498,0.2,424.0
0.302,0.031,0.471,0.2,419.0
0.302,0.071,0.431,0.2,417.0
0.302,0.102,0.4,0.2,415.0
0.302,0.129,0.369,0.2,415.0
0.302,0.169,0.329,0.2,414.0
0.302,0.2,0.302,0.2,413.0
0.302,0.231,0.271,0.2,421.0
0.2,0.169,0.431,0.2,427.0
0.2,0.129,0.471,0.2,420.0
0.2,0.102,0.498,0.2,420.0
0.2,0.071,0.529,0.2,415.0
0.2,0.031,0.569,0.2,413.0
0.2,0.0,0.6,0.2,411.0
0.169,0.631,0.0,0.2,422.0
0.169,0.6,0.031,0.2,429.0
0.169,0.569,0.071,0.2,420.0
0.169,0.529,0.102,0.2,421.0
0.169,0.498,0.129,0.2,412.0
0.169,0.471,0.169,0.2,404.0
0.169,0.431,0.2,0.2,414.0
0.169,0.4,0.231,0.2,419.0
0.0,0.0,0.0,1.0,485.0
0.169,0.369,0.271,0.2,422.0
0.169,0.329,0.302,0.2,415.0
0.169,0.302,0.329,0.2,416.0
0.169,0.271,0.369,0.2,419.0
0.169,0.231,0.4,0.2,420.0
0.169,0.2,0.431,0.2,422.0
0.169,0.169,0.471,0.2,423.0
0.169,0.129,0.498,0.2,427.0
0.169,0.102,0.529,0.2,420.0
0.169,0.071,0.569,0.2,419.0
0.169,0.031,0.6,0.2,416.0
0.169,0.0,0.631,0.2,417.0
0.129,0.671,0.0,0.2,427.0
0.129,0.631,0.031,0.2,427.0
0.129,0.6,0.071,0.2,427.0
0.129,0.569,0.102,0.2,421.0
0.129,0.529,0.129,0.2,417.0
0.129,0.498,0.169,0.2,418.0
0.129,0.471,0.2,0.2,409.0
0.129,0.431,0.231,0.2,412.0
0.129,0.4,0.271,0.2,415.0
0.129,0.369,0.302,0.2,416.0
0.129,0.329,0.329,0.2,419.0
0.129,0.302,0.369,0.2,421.0
0.129,0.271,0.4,0.2,423.0
0.129,0.231,0.431,0.2,423.0
0.129,0.2,0.471,0.2,425.0
0.129,0.169,0.498,0.2,428.0
0.129,0.129,0.529,0.2,432.0
0.129,0.102,0.569,0.2,426.0
0.129,0.071,0.6,0.2,424.0
0.129,0.031,0.631,0.2,420.0
0.129,0.0,0.671,0.2,422.0
0.102,0.702,0.0,0.2,432.0
0.102,0.671,0.031,0.2,432.0
0.102,0.631,0.071,0.2,426.0
0.102,0.6,0.102,0.2,421.0
0.102,0.569,0.129,0.2,420.0
0.102,0.529,0.169,0.2,416.0
0.102,0.498,0.2,0.2,421.0
0.102,0.471,0.231,0.2,420.0
0.102,0.431,0.271,0.2,419.0
0.031,0.129,0.631,0.2,420.0
0.031,0.169,0.6,0.2,429.0
0.031,0.2,0.569,0.2,434.0
0.031,0.231,0.529,0.2,437.0
0.031,0.271,0.498,0.2,444.0
0.031,0.302,0.471,0.2,446.0
0.031,0.329,0.431,0.2,448.0
0.031,0.369,0.4,0.2,449.0
0.031,0.4,0.369,0.2,432.0
0.031,0.431,0.329,0.2,425.0
0.031,0.471,0.302,0.2,423.0
0.031,0.498,0.271,0.2,422.0
0.031,0.529,0.231,0.2,424.0
0.031,0.569,0.2,0.2,426.0
0.031,0.6,0.169,0.2,426.0
0.031,0.631,0.129,0.2,425.0
0.031,0.671,0.102,0.2,427.0
0.031,0.702,0.071,0.2,428.0
0.031,0.729,0.031,0.2,433.0
0.031,0.769,0.0,0.2,428.0
0.071,0.0,0.729,0.2,423.0
0.071,0.031,0.702,0.2,417.0
0.071,0.071,0.671,0.2,417.0
0.071,0.102,0.631,0.2,419.0
0.071,0.129,0.6,0.2,421.0
0.071,0.169,0.569,0.2,422.0
0.071,0.2,0.529,0.2,422.0
0.071,0.231,0.498,0.2,430.0
0.071,0.271,0.471,0.2,432.0
0.071,0.302,0.431,0.2,434.0
0.071,0.329,0.4,0.2,428.0
0.071,0.369,0.369,0.2,425.0
0.071,0.4,0.329,0.2,423.0
0.071,0.431,0.302,0.2,425.0
0.071,0.471,0.271,0.2,431.0
0.071,0.498,0.231,0.2,427.0
0.071,0.529,0.2,0.2,425.0
0.071,0.569,0.169,0.2,424.0
0.071,0.6,0.129,0.2,426.0
0.071,0.631,0.102,0.2,428.0
